True_Utilities
1817.050000000928
1818.100000000914
1818.8750000008686
1819.3000000008367
1820.2750000008266
1821.2000000012852
1820.400000001292
1819.125000001287
1819.2750000012934
1818.600000001299
1818.9500000013093
1819.5750000013174
1820.6000000013316
1820.9750000013362
1820.975000001342
1821.0500000006618
1820.7500000007178
1820.400000000722
1819.4500000007015
1818.5750000006988
1817.1250000007567
1816.1750000007678
1814.925000000798
1814.250000000802
1813.1750000008408
1812.9500000008582
1812.8500000008607
1812.6000000008594
1813.8750000008665
1814.9250000008806
1815.9000000008966
1817.4750000009162
1819.2500000009366
1821.8750000009854
1825.275000001008
1828.6750000010527
1832.4000000011001
1837.27500000116
1841.9250000011943
1845.1000000014685
1851.9250000014767
1858.725000001492
1865.6500000015003
1872.7750000015105
1865.300000001474
1852.4000000014425
1850.2250000014362
1843.0750000014193
