True_Utilities
351.0
350.0
349.0
348.0
347.0
346.0
345.0
344.0
343.0
342.0
341.0
340.0
340.0
339.0
338.0
337.0
337.0
337.0
337.0
337.0
331.0
316.0
302.0
288.0
274.0
260.0
246.0
232.0
218.0
204.0
190.0
174.0
151.0
141.0
