True_Utilities
700.0
698.0
696.0
694.0
692.0
690.0
688.0
686.0
684.0
682.0
680.0
680.0
678.0
676.0
674.0
674.0
674.0
674.0
674.0
674.0
672.0
672.0
672.0
662.0
644.0
616.0
588.0
560.0
532.0
504.0
476.0
448.0
420.0
392.0
364.0
