TimeStamp,Column1,TotalCores
2017-01-01 00:00,t1str,68111
2017-01-01 00:00,t2str,68196
2017-01-01 00:00,t3str,92900
2017-01-01 00:00,t5str,24736
2017-01-01 00:00,t6str,5864
2017-01-01 00:00,t7str,5840
2017-01-01 01:00,t1str,67697
2017-01-01 01:00,t2str,68394
2017-01-01 01:00,t3str,93028
2017-01-01 01:00,t5str,24680
2017-01-01 01:00,t6str,5851
2017-01-01 01:00,t7str,5840
2017-01-01 02:00,t1str,67111
2017-01-01 02:00,t2str,68698
2017-01-01 02:00,t3str,93196
2017-01-01 02:00,t5str,25080
2017-01-01 02:00,t6str,5858
2017-01-01 02:00,t7str,5840
2017-01-01 03:00,t1str,66470
2017-01-01 03:00,t2str,68070
2017-01-01 03:00,t3str,93152
2017-01-01 03:00,t5str,24840
2017-01-01 03:00,t6str,5863
2017-01-01 03:00,t7str,5840
2017-01-01 04:00,t1str,66223
2017-01-01 04:00,t2str,67584
2017-01-01 04:00,t3str,93304
2017-01-01 04:00,t5str,24568
2017-01-01 04:00,t6str,5897
2017-01-01 04:00,t7str,5840
2017-01-01 05:00,t1str,66151
2017-01-01 05:00,t2str,68002
2017-01-01 05:00,t3str,93876
2017-01-01 05:00,t5str,25128
2017-01-01 05:00,t6str,5886
2017-01-01 05:00,t7str,5840
2017-01-01 06:00,t1str,65725
2017-01-01 06:00,t2str,68434
2017-01-01 06:00,t3str,93976
2017-01-01 06:00,t5str,25040
2017-01-01 06:00,t6str,5884
2017-01-01 06:00,t7str,5840
2017-01-01 07:00,t1str,65856
2017-01-01 07:00,t2str,67886
2017-01-01 07:00,t3str,93720
2017-01-01 07:00,t5str,25360
2017-01-01 07:00,t6str,5918
2017-01-01 07:00,t7str,5840
2017-01-01 08:00,t1str,66362
2017-01-01 08:00,t2str,68066
2017-01-01 08:00,t3str,93420
2017-01-01 08:00,t5str,25544
2017-01-01 08:00,t6str,5920
2017-01-01 08:00,t7str,5840
2017-01-01 09:00,t1str,66874
2017-01-01 09:00,t2str,68622
2017-01-01 09:00,t3str,92960
2017-01-01 09:00,t5str,25888
2017-01-01 09:00,t6str,5945
2017-01-01 09:00,t7str,5840
2017-01-01 10:00,t1str,67415
2017-01-01 10:00,t2str,68688
2017-01-01 10:00,t3str,92244
2017-01-01 10:00,t5str,26104
2017-01-01 10:00,t6str,5964
2017-01-01 10:00,t7str,5840
2017-01-01 11:00,t1str,68018
2017-01-01 11:00,t2str,69118
2017-01-01 11:00,t3str,91952
2017-01-01 11:00,t5str,24632
2017-01-01 11:00,t6str,5958
2017-01-01 11:00,t7str,5840
2017-01-01 12:00,t1str,68488
2017-01-01 12:00,t2str,69852
2017-01-01 12:00,t3str,91180
2017-01-01 12:00,t5str,24888
2017-01-01 12:00,t6str,5951
2017-01-01 12:00,t7str,5840
2017-01-01 13:00,t1str,68885
2017-01-01 13:00,t2str,69454
2017-01-01 13:00,t3str,91148
2017-01-01 13:00,t5str,24840
2017-01-01 13:00,t6str,5944
2017-01-01 13:00,t7str,5840
2017-01-01 14:00,t1str,69167
2017-01-01 14:00,t2str,69140
2017-01-01 14:00,t3str,92104
2017-01-01 14:00,t5str,25056
2017-01-01 14:00,t6str,5959
2017-01-01 14:00,t7str,5844
2017-01-01 15:00,t1str,69477
2017-01-01 15:00,t2str,69676
2017-01-01 15:00,t3str,92308
2017-01-01 15:00,t5str,24808
2017-01-01 15:00,t6str,5948
2017-01-01 15:00,t7str,5844
2017-01-01 16:00,t1str,69877
2017-01-01 16:00,t2str,69602
2017-01-01 16:00,t3str,91964
2017-01-01 16:00,t5str,24464
2017-01-01 16:00,t6str,5925
2017-01-01 16:00,t7str,5844
2017-01-01 17:00,t1str,70164
2017-01-01 17:00,t2str,69172
2017-01-01 17:00,t3str,91412
