TimeStamp,Column1,TotalCores
2017-01-07 07:00,m1str,151472
2017-01-07 07:00,m2str,137304
2017-01-07 07:00,m3str,125774
2017-01-07 07:00,m4str,91069
2017-01-07 08:00,m1str,150732
2017-01-07 08:00,m2str,138932
2017-01-07 08:00,m3str,125808
2017-01-07 08:00,m4str,90677
2017-01-07 09:00,m1str,150428
2017-01-07 09:00,m2str,139396
2017-01-07 09:00,m3str,126068
2017-01-07 09:00,m4str,90276
2017-01-07 10:00,m1str,150784
2017-01-07 10:00,m2str,140702
2017-01-07 10:00,m3str,127278
2017-01-07 10:00,m4str,91160
2017-01-07 11:00,m1str,150252
2017-01-07 11:00,m2str,141496
2017-01-07 11:00,m3str,127466
2017-01-07 11:00,m4str,90636
2017-01-07 12:00,m1str,149520
2017-01-07 12:00,m2str,142061
2017-01-07 12:00,m3str,127211
2017-01-07 12:00,m4str,90159
2017-01-07 13:00,m1str,148672
2017-01-07 13:00,m2str,142295
2017-01-07 13:00,m3str,126721
2017-01-07 13:00,m4str,90055
2017-01-07 14:00,m1str,151440
2017-01-07 14:00,m2str,142147
2017-01-07 14:00,m3str,129109
2017-01-07 14:00,m4str,91522
2017-01-07 15:00,m1str,155200
2017-01-07 15:00,m2str,142546
2017-01-07 15:00,m3str,130306
2017-01-07 15:00,m4str,93783
2017-01-07 16:00,m1str,153548
2017-01-07 16:00,m2str,142323
2017-01-07 16:00,m3str,129123
2017-01-07 16:00,m4str,91268
2017-01-07 17:00,m1str,151312
2017-01-07 17:00,m2str,142349
2017-01-07 17:00,m3str,129361
2017-01-07 17:00,m4str,90767
2017-01-07 18:00,m1str,151660
2017-01-07 18:00,m2str,143341
2017-01-07 18:00,m3str,130459
2017-01-07 18:00,m4str,91030
2017-01-07 19:00,m1str,151620
2017-01-07 19:00,m2str,143829
2017-01-07 19:00,m3str,130297
2017-01-07 19:00,m4str,90606
2017-01-07 20:00,m1str,151628
2017-01-07 20:00,m2str,143849
2017-01-07 20:00,m3str,130159
2017-01-07 20:00,m4str,90919
2017-01-07 21:00,m1str,151196
2017-01-07 21:00,m2str,143413
